Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,TimelineDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Mayo,Harriet,<i>None/Unknown</i>,Female,22,<i>Unknown</i>,1,6,1855,Jun 1855,"June 1, 1855",6/1/1855,Laurel,Sussex County,DE,No,No,No,<i>Unknown</i>,Kendall Major Llewis,<i>None/Unknown</i>,"Laurel, DE",-75.56292,38.55627
Lambert,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1856,null 1856,1856,,Wilmington,New Castle County,DE,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Lambert,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1856,null 1856,1856,,Wilmington,New Castle County,DE,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Johns,Lydia Ann,<i>None/Unknown</i>,Female,22,Black,null,null,1858,null 1858,1858,,Wilmington,New Castle County,DE,Yes,No,No,<i>Unknown</i>,Rev. A.D. Pollock,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Conner,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1859,null 1859,1859,,Wilmington,New Castle County,DE,No,No,No,<i>Unknown</i>,Dr. Johnson,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Wellington,Jane,Jane Johnson,Female,<i>Unknown</i>,<i>Unknown</i>,12,6,1856,Jun 1856,"June 12, 1856",6/12/1856,Middle Neck,Cecil County,MD,No,No,No,<i>Unknown</i>,William Flintham,<i>None/Unknown</i>,"Middle Neck, MD",-75.54742,38.39901
Robinson,Mary Ann,<i>None/Unknown</i>,Female,19,<i>Unknown</i>,1,1,1855,Jan 1855,"January 1, 1855",1/1/1855,null,Sussex County,DE,No,Yes,No,<i>Unknown</i>,Jesse W. Paten,<i>None/Unknown</i>,DE,-75.5,39
Graham,Jane,Eliza Washington,Female,24,<i>Unknown</i>,16,1,1856,Jan 1856,"January 16, 1856",1/16/1856,null,<i>County Unknown</i>,DE,No,No,No,<i>Unknown</i>,Kendall B. Herring,<i>None/Unknown</i>,DE,-75.5,39
Redden,Sarah,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,29,1,1856,Jan 1856,"January 29, 1856",1/29/1856,null,<i>County Unknown</i>,DE,No,No,No,<i>Unknown</i>,Mrs. Mary Hickman,<i>None/Unknown</i>,DE,-75.5,39
Lewey,Rebecca,<i>None/Unknown</i>,Female,28,<i>Unknown</i>,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,null,<i>County Unknown</i>,DE,No,No,No,<i>Unknown</i>,James B. Rodgers,<i>None/Unknown</i>,DE,-75.5,39
Walker,<i>Unknown</i>,<i>None/Unknown</i>,Female,38,<i>Unknown</i>,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,null,<i>County Unknown</i>,DE,No,No,No,<i>Unknown</i>,"James Rogers, Sr.",<i>None/Unknown</i>,DE,-75.5,39
Jones,Rebecca,<i>None/Unknown</i>,Female,28,Mulatto,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,null,New Castle County,DE,No,No,No,<i>Unknown</i>,Dr. Lober,<i>None/Unknown</i>,DE,-75.5,39
Ross,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,6,1857,Jun 1857,June 1857,,Frederica,Kent County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,"$200 In-State, $100 Out","Frederica, DE",-75.46459,39.01124
Burkett,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Sipple,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Shepherd,Eliza Jane,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,8,11,1855,Nov 1855,"November 8, 1855",11/8/1855,Georgetown,Sussex County,DE,No,No,No,<i>Unknown</i>,Isaac Tom,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Stewart,Mary Eliza,<i>None/Unknown</i>,Female,8,<i>Unknown</i>,null,null,1857,null 1857,1857,,Georgetown,Sussex County,DE,Yes,No,No,<i>Unknown</i>,John Ennis,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Stewart,Harriet,<i>None/Unknown</i>,Female,29,Black,null,null,1857,null 1857,1857,,Georgetown,Sussex County,DE,Yes,No,No,<i>Unknown</i>,John Ennis,<i>None/Unknown</i>,"Georgetown, DE",-75.38674,38.69072
Bell,Louisa,<i>None/Unknown</i>,Female,28,Black,22,6,1855,Jun 1855,"June 22, 1855",6/22/1855,Kunkletown,Worcester County,MD,No,No,No,Boat,<i>Unknown</i>,<i>None/Unknown</i>,"Kunkletown, MD",-75.323368,38.237653
Nelson,Susan,Susan Bell,Female,30,Black,22,6,1855,Jun 1855,"June 22, 1855",6/22/1855,Kunkletown,Worcester County,MD,No,No,No,Boat,<i>Unknown</i>,<i>None/Unknown</i>,"Kunkletown, MD",-75.323368,38.237653
Bell,Harriet Ann,<i>None/Unknown</i>,Female,14,<i>Unknown</i>,10,4,1854,Apr 1854,"April 10, 1854",4/10/1854,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,25,11,1853,Nov 1853,"November 25, 1853",11/25/1853,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Weems,Maria,Joe Wright/Ellen Capron,Female,15,Black,25,11,1855,Nov 1855,"November 25, 1855",11/25/1855,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Viney,Susan,<i>None/Unknown</i>,Female,35,Black,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,Foot & Boat,Mary Gibson & Others,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Perry,Anna,<i>None/Unknown</i>,Female,19,Black,null,null,1857,null 1857,1857,,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Sarah Ann Burgess,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Dade,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Eastern Shore,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Thomas Murphy,<i>None/Unknown</i>,"Eastern Shore, MD",-75.170596,38.249564
Kane,Jane,Catherine Kane,Female,22,<i>Unknown</i>,29,12,1854,Dec 1854,"December 29, 1854",12/29/1854,null,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,William H. Hyson,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Mercer,Verenea,<i>None/Unknown</i>,Female,41,Black,1,1,1855,Jan 1855,"January 1, 1855",1/1/1855,Higherstown,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,John R. Laten,<i>None/Unknown</i>,"Higherstown, <i>State Unknown</i>",0,0
Jones,Sarah Frances,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,null,<i>County Unknown</i>,null,No,No,No,Foot,Fletcher Jackson,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,1,11,1855,Nov 1855,"November 1, 1855",11/1/1855,Haven Manor,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,John Peak,<i>None/Unknown</i>,"Haven Manor, MD",0,0
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,1,11,1855,Nov 1855,"November 1, 1855",11/1/1855,Haven Manor,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,John Peak,<i>None/Unknown</i>,"Haven Manor, MD",0,0
Shepherd,Anna Maria,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,8,11,1855,Nov 1855,"November 8, 1855",11/8/1855,null,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Cornish,Daffney,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,null,<i>County Unknown</i>,null,No,Yes,No,<i>Unknown</i>,William Jackson,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Gardener,Priscilla,<i>None/Unknown</i>,Female,30,Black,null,null,1858,null 1858,1858,,null,<i>County Unknown</i>,null,Yes,No,No,<i>Unknown</i>,Edward C. Dyer,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Mills,Sarah Ann,<i>None/Unknown</i>,Female,16,<i>Unknown</i>,null,null,1859,null 1859,1859,,null,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,<i>Unknown</i>,0,0
Congo,Margaret,<i>None/Unknown</i>,Female,28,Black,null,null,null,null null,<i>Unknown</i>,,null,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,Jesse Moore,<i>None/Unknown</i>,<i>Unknown</i>,0,0
